platform,komentar,timestamp,sentimen,komentar_bersih
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-18T18:04:25,negatif,mentingin adsense amanah keren bener
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-14T01:45:58,negatif,kalo ga komit ngajarin ya guru
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-14T08:53:59,negatif,edan murid segitu ga lulus
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-23T03:26:11,negatif,guru viral murid gagal nice combo
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-05T09:49:12,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-24T13:50:20,negatif,guru sibuk seleb murid korban
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-16T19:22:14,negatif,ancur dah sistem kalo guru kayak gin
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-20T22:06:21,negatif,gagal snbp gegara konten gokil sih
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-14T04:26:44,negatif,edan murid segitu ga lulus
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-09T01:19:33,negatif,duh udah tau sistem susah ditelantarin
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-16T12:19:52,negatif,ancur dah sistem kalo guru kayak gin
instagram,Begini jadinya kalo profesi dijadiin konten.,2025-02-15T12:10:43,negatif,kalo profesi dijadiin konten
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-06T22:28:52,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Ngonten terus, lupa ngajarin anak orang.",2025-02-13T02:07:21,negatif,ngonten lupa ngajarin anak orang
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-05T18:48:31,negatif,fokus bu tiktok orang
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-05T07:04:14,negatif,guru viral murid gagal nice combo
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-09T01:37:44,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-15T15:50:36,negatif,gagal snbp gegara konten gokil sih
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-12T22:15:22,negatif,duh udah tau sistem susah ditelantarin
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-06T13:00:22,negatif,content is king eh dikorbanin murid
instagram,"Muridnya nyari masa depan, gurunya nyari views.",2025-02-18T22:11:12,negatif,murid nyari guru nyari views
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-18T09:18:09,negatif,malumaluin banget sih guru gitu
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-18T03:34:44,negatif,malumaluin banget sih guru gitu
instagram,"Muridnya nyari masa depan, gurunya nyari views.",2025-02-07T01:10:03,negatif,murid nyari guru nyari views
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-20T21:01:54,negatif,content is king eh dikorbanin murid
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-19T00:09:09,negatif,kalo ga komit ngajarin ya guru
instagram,Mending resign aja deh kalo lebih pilih ngonten.,2025-02-19T17:28:44,negatif,mending resign aja deh kalo pilih ngonten
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-18T05:36:26,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-22T02:57:24,negatif,guru sibuk seleb murid korban
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-18T06:00:58,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-24T07:48:07,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-13T07:06:07,negatif,duh udah tau sistem susah ditelantarin
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-11T06:17:49,negatif,guru sibuk seleb murid korban
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-07T03:58:12,negatif,guru viral murid gagal nice combo
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-22T10:00:32,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-12T20:53:19,negatif,guru ngejar like anak murid ngejar nilai
instagram,"Muridnya nyari masa depan, gurunya nyari views.",2025-02-09T09:03:57,negatif,murid nyari guru nyari views
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-24T07:14:14,negatif,fokus bu tiktok orang
instagram,Mending resign aja deh kalo lebih pilih ngonten.,2025-02-22T10:55:21,negatif,mending resign aja deh kalo pilih ngonten
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-17T04:33:05,negatif,duh udah tau sistem susah ditelantarin
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-08T07:39:25,negatif,malumaluin banget sih guru gitu
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-11T10:18:43,negatif,fokus bu tiktok orang
instagram,Begini jadinya kalo profesi dijadiin konten.,2025-02-17T20:12:19,negatif,kalo profesi dijadiin konten
instagram,"Muridnya nyari masa depan, gurunya nyari views.",2025-02-12T10:53:41,negatif,murid nyari guru nyari views
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-06T22:33:46,negatif,gagal snbp gegara konten gokil sih
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-20T23:22:12,negatif,duh udah tau sistem susah ditelantarin
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-10T22:47:10,negatif,kalo ga komit ngajarin ya guru
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-16T21:55:44,negatif,malumaluin banget sih guru gitu
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-15T05:50:57,negatif,malumaluin banget sih guru gitu
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-18T12:43:08,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-21T04:29:56,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-18T00:39:58,negatif,kalo ga komit ngajarin ya guru
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-05T23:18:03,negatif,serius guru kirain selebgram full time
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-20T17:17:16,negatif,serius guru kirain selebgram full time
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-08T21:19:42,negatif,gagal snbp gegara konten gokil sih
instagram,Mending resign aja deh kalo lebih pilih ngonten.,2025-02-10T00:04:46,negatif,mending resign aja deh kalo pilih ngonten
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-18T02:23:35,negatif,serius guru kirain selebgram full time
instagram,Begini jadinya kalo profesi dijadiin konten.,2025-02-23T22:54:03,negatif,kalo profesi dijadiin konten
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-23T05:38:29,negatif,guru ngejar like anak murid ngejar nilai
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-24T18:45:49,negatif,edan murid segitu ga lulus
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-16T05:30:01,negatif,astaga sekolah syuting nih
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-11T08:18:44,negatif,mentingin adsense amanah keren bener
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-16T03:56:42,negatif,guru ngejar like anak murid ngejar nilai
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-07T00:15:34,negatif,duh udah tau sistem susah ditelantarin
instagram,"Ngonten terus, lupa ngajarin anak orang.",2025-02-12T20:52:14,negatif,ngonten lupa ngajarin anak orang
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-16T14:45:39,negatif,gagal snbp gegara konten gokil sih
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-22T17:57:31,negatif,content is king eh dikorbanin murid
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-16T17:43:56,negatif,mentingin adsense amanah keren bener
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-10T02:10:23,negatif,duh udah tau sistem susah ditelantarin
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-24T00:52:05,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-23T01:02:05,negatif,serius guru kirain selebgram full time
instagram,"Ngonten terus, lupa ngajarin anak orang.",2025-02-17T11:29:54,negatif,ngonten lupa ngajarin anak orang
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-11T17:02:16,negatif,content is king eh dikorbanin murid
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-09T08:31:55,negatif,content is king eh dikorbanin murid
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-18T00:22:51,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-16T00:53:24,negatif,kalo ga komit ngajarin ya guru
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-09T14:00:32,negatif,kalo ga komit ngajarin ya guru
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-12T19:44:27,negatif,guru sibuk seleb murid korban
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-09T01:22:24,negatif,edan murid segitu ga lulus
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-21T16:52:14,negatif,kalo ga komit ngajarin ya guru
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-06T19:35:46,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-07T10:30:48,negatif,edan murid segitu ga lulus
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-18T18:31:23,negatif,edan murid segitu ga lulus
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-11T08:23:59,negatif,edan murid segitu ga lulus
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-07T02:52:39,negatif,guru viral murid gagal nice combo
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-14T10:17:16,negatif,guru ngejar like anak murid ngejar nilai
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-15T23:17:23,negatif,guru sibuk seleb murid korban
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-18T10:36:19,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,Mending resign aja deh kalo lebih pilih ngonten.,2025-02-22T01:53:10,negatif,mending resign aja deh kalo pilih ngonten
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-21T02:40:46,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-24T15:40:40,negatif,malumaluin banget sih guru gitu
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-10T17:18:23,negatif,gagal snbp gegara konten gokil sih
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-07T22:14:17,negatif,serius guru kirain selebgram full time
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-06T15:55:54,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-21T03:54:25,negatif,duh udah tau sistem susah ditelantarin
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-10T06:48:06,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-14T09:26:38,negatif,edan murid segitu ga lulus
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-22T04:23:27,negatif,kalo ga komit ngajarin ya guru
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-14T10:16:22,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-21T20:46:20,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-09T05:22:01,negatif,edan murid segitu ga lulus
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-10T06:14:42,negatif,content is king eh dikorbanin murid
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-18T11:26:33,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-07T19:28:02,negatif,mentingin adsense amanah keren bener
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-07T21:31:31,negatif,edan murid segitu ga lulus
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-08T14:35:10,negatif,serius guru kirain selebgram full time
instagram,Mending resign aja deh kalo lebih pilih ngonten.,2025-02-08T07:32:40,negatif,mending resign aja deh kalo pilih ngonten
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-12T23:09:37,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-08T04:41:57,negatif,serius guru kirain selebgram full time
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-07T19:59:36,negatif,astaga sekolah syuting nih
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-16T09:38:06,negatif,content is king eh dikorbanin murid
instagram,Begini jadinya kalo profesi dijadiin konten.,2025-02-23T17:03:03,negatif,kalo profesi dijadiin konten
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-16T22:44:37,negatif,duh udah tau sistem susah ditelantarin
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-22T22:36:05,negatif,fokus bu tiktok orang
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-07T11:21:49,negatif,serius guru kirain selebgram full time
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-17T05:47:52,negatif,gagal snbp gegara konten gokil sih
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-05T06:13:21,negatif,guru ngejar like anak murid ngejar nilai
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-18T07:20:05,negatif,astaga sekolah syuting nih
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-12T08:19:28,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-21T10:40:33,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-07T04:55:31,negatif,astaga sekolah syuting nih
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-16T13:12:02,negatif,fokus bu tiktok orang
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-13T16:25:32,negatif,guru ngejar like anak murid ngejar nilai
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-06T19:01:48,negatif,edan murid segitu ga lulus
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-22T04:02:50,negatif,mentingin adsense amanah keren bener
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-13T02:51:31,negatif,serius guru kirain selebgram full time
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-23T05:15:02,negatif,guru viral murid gagal nice combo
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-19T02:05:58,negatif,guru sibuk seleb murid korban
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-14T03:27:21,negatif,guru sibuk seleb murid korban
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-09T08:15:32,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,Begini jadinya kalo profesi dijadiin konten.,2025-02-06T01:35:42,negatif,kalo profesi dijadiin konten
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-09T12:14:15,negatif,astaga sekolah syuting nih
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-05T12:19:46,negatif,malumaluin banget sih guru gitu
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-12T16:50:57,negatif,ancur dah sistem kalo guru kayak gin
instagram,Mending resign aja deh kalo lebih pilih ngonten.,2025-02-09T13:23:05,negatif,mending resign aja deh kalo pilih ngonten
instagram,Mending resign aja deh kalo lebih pilih ngonten.,2025-02-09T09:46:58,negatif,mending resign aja deh kalo pilih ngonten
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-20T06:42:54,negatif,fokus bu tiktok orang
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-08T06:06:55,negatif,guru sibuk seleb murid korban
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-16T23:07:50,negatif,malumaluin banget sih guru gitu
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-19T14:22:03,negatif,duh udah tau sistem susah ditelantarin
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-13T19:30:07,negatif,kalo ga komit ngajarin ya guru
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-20T12:59:24,negatif,ancur dah sistem kalo guru kayak gin
instagram,Mending resign aja deh kalo lebih pilih ngonten.,2025-02-18T06:17:01,negatif,mending resign aja deh kalo pilih ngonten
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-21T12:51:59,negatif,gagal snbp gegara konten gokil sih
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-08T02:21:35,negatif,gagal snbp gegara konten gokil sih
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-12T11:13:51,negatif,guru viral murid gagal nice combo
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-12T10:28:05,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-05T08:13:55,negatif,guru viral murid gagal nice combo
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-13T20:58:41,negatif,fokus bu tiktok orang
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-08T21:43:33,negatif,guru ngejar like anak murid ngejar nilai
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-17T22:11:22,negatif,guru ngejar like anak murid ngejar nilai
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-09T01:06:31,negatif,gagal snbp gegara konten gokil sih
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-15T06:24:08,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-16T09:04:55,negatif,fokus bu tiktok orang
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-05T04:38:40,negatif,mentingin adsense amanah keren bener
instagram,"Muridnya nyari masa depan, gurunya nyari views.",2025-02-20T22:38:13,negatif,murid nyari guru nyari views
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-09T20:41:01,negatif,astaga sekolah syuting nih
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-20T03:17:52,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-07T19:41:43,negatif,duh udah tau sistem susah ditelantarin
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-18T11:54:50,negatif,malumaluin banget sih guru gitu
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-18T08:36:30,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,Begini jadinya kalo profesi dijadiin konten.,2025-02-24T09:28:41,negatif,kalo profesi dijadiin konten
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-06T12:47:28,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-14T15:56:43,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-10T03:29:26,negatif,guru sibuk seleb murid korban
instagram,"Fokus dong bu, ini bukan TikTok, ini masa depan orang!",2025-02-11T02:22:40,negatif,fokus bu tiktok orang
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-05T21:50:29,negatif,duh udah tau sistem susah ditelantarin
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-08T00:36:17,negatif,serius guru kirain selebgram full time
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-22T11:24:15,negatif,kalo ga komit ngajarin ya guru
instagram,"Muridnya nyari masa depan, gurunya nyari views.",2025-02-06T19:53:18,negatif,murid nyari guru nyari views
instagram,"Ngonten terus, lupa ngajarin anak orang.",2025-02-19T20:58:50,negatif,ngonten lupa ngajarin anak orang
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-10T19:27:48,negatif,astaga sekolah syuting nih
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-10T19:31:08,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-09T09:58:07,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-09T08:24:04,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,Mending resign aja deh kalo lebih pilih ngonten.,2025-02-07T16:53:10,negatif,mending resign aja deh kalo pilih ngonten
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-09T21:06:05,negatif,malumaluin banget sih guru gitu
instagram,Mending resign aja deh kalo lebih pilih ngonten.,2025-02-19T21:30:32,negatif,mending resign aja deh kalo pilih ngonten
instagram,"Gurunya ngejar like, anak murid ngejar nilai.",2025-02-21T05:40:38,negatif,guru ngejar like anak murid ngejar nilai
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-16T04:14:52,negatif,kalo ga komit ngajarin ya guru
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-05T01:44:31,negatif,guru sibuk seleb murid korban
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-16T18:44:07,negatif,malumaluin banget sih guru gitu
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-17T00:40:28,negatif,edan murid segitu ga lulus
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-17T03:05:00,negatif,content is king eh dikorbanin murid
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-15T13:31:13,negatif,guru sibuk seleb murid korban
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-19T01:02:58,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-14T08:28:57,negatif,guru sibuk seleb murid korban
instagram,"Ngonten terus, lupa ngajarin anak orang.",2025-02-21T05:06:25,negatif,ngonten lupa ngajarin anak orang
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-23T12:18:08,negatif,astaga sekolah syuting nih
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-19T10:54:36,negatif,astaga sekolah syuting nih
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-13T13:14:58,negatif,guru sibuk seleb murid korban
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-23T14:51:06,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-08T22:05:08,negatif,edan murid segitu ga lulus
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-16T21:55:15,negatif,edan murid segitu ga lulus
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-20T22:32:25,negatif,kalo ga komit ngajarin ya guru
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-12T15:39:40,negatif,mentingin adsense amanah keren bener
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-13T14:06:41,negatif,guru sibuk seleb murid korban
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-11T10:59:05,negatif,serius guru kirain selebgram full time
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-07T06:06:24,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-13T09:27:54,negatif,guru viral murid gagal nice combo
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-18T04:38:21,negatif,mentingin adsense amanah keren bener
instagram,"Kalo ga bisa komit ngajarin, ya jangan jadi guru!",2025-02-15T21:30:42,negatif,kalo ga komit ngajarin ya guru
instagram,Ancur dah sistem kalo semua guru kayak gini.,2025-02-11T17:52:54,negatif,ancur dah sistem kalo guru kayak gin
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-18T08:13:50,negatif,duh udah tau sistem susah ditelantarin
instagram,Mentingin adsense daripada amanah. Keren bener.,2025-02-08T05:03:09,negatif,mentingin adsense amanah keren bener
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-11T03:59:00,negatif,gagal snbp gegara konten gokil sih
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-20T03:17:05,negatif,serius guru kirain selebgram full time
instagram,"Duh, udah tau sistem susah, malah ditelantarin.",2025-02-16T11:55:14,negatif,duh udah tau sistem susah ditelantarin
instagram,"Content is king katanya, eh yang dikorbanin murid.",2025-02-15T00:54:03,negatif,content is king eh dikorbanin murid
instagram,Mending resign aja deh kalo lebih pilih ngonten.,2025-02-06T13:11:44,negatif,mending resign aja deh kalo pilih ngonten
instagram,"Muridnya nyari masa depan, gurunya nyari views.",2025-02-19T07:31:08,negatif,murid nyari guru nyari views
instagram,Begini jadinya kalo profesi dijadiin konten.,2025-02-05T11:55:55,negatif,kalo profesi dijadiin konten
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-22T17:29:31,negatif,gagal snbp gegara konten gokil sih
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-18T11:58:19,negatif,astaga sekolah syuting nih
instagram,"Konten dapet cuan, murid dapet apes. Keren sih, bu guru~",2025-02-22T10:53:15,negatif,konten dapet cuan murid dapet apes keren sih bu guru
instagram,Serius ini guru? Kirain selebgram full time.,2025-02-08T16:28:07,negatif,serius guru kirain selebgram full time
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-06T22:26:02,negatif,malumaluin banget sih guru gitu
instagram,"Ngonten terus, lupa ngajarin anak orang.",2025-02-21T06:44:05,negatif,ngonten lupa ngajarin anak orang
instagram,"Astaga, sekolah atau tempat syuting nih?",2025-02-06T18:19:13,negatif,astaga sekolah syuting nih
instagram,"Pantes aja ga lulus, gurunya sibuk ngonten!",2025-02-12T04:46:22,negatif,pantes aja ga lulus guru sibuk ngonten
instagram,"Malu-maluin banget sih, guru kok gitu!",2025-02-08T14:33:41,negatif,malumaluin banget sih guru gitu
instagram,"Guru malah sibuk jadi seleb, murid jadi korban!",2025-02-23T14:57:58,negatif,guru sibuk seleb murid korban
instagram,Gagal SNBP gegara konten? Gokil sih!,2025-02-09T00:54:53,negatif,gagal snbp gegara konten gokil sih
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-21T02:16:51,negatif,edan murid segitu ga lulus
instagram,"Gurunya viral, muridnya gagal. Nice combo.",2025-02-21T20:16:51,negatif,guru viral murid gagal nice combo
instagram,"Edan, masa murid segitu banyak ga lulus semua.",2025-02-20T19:02:30,negatif,edan murid segitu ga lulus
